0,31,12,32,49,14,21,51,20,11,31,54,30,11,40,55,39,31,21,32,30,32,40,23,12,39,11,9,50,59,48,COVID-269
1,34,7,34,44,14,16,54,16,10,25,57,26,8,34,58,35,34,16,34,26,34,35,26,7,42,7,7,44,60,44,COVID-2848
2,32,4,30,60,4,17,60,18,1,31,63,32,1,45,63,46,31,18,31,32,31,46,22,3,42,4,1,59,62,60,COVID-369
3,31,8,33,44,11,18,49,16,7,28,54,24,5,37,56,33,31,17,32,26,32,35,20,9,35,8,4,46,58,42,COVID-1387
4,31,2,31,53,14,15,48,15,13,28,49,28,13,41,50,40,31,15,31,28,31,41,24,2,38,2,12,53,52,53,COVID-3333
5,29,7,31,54,8,19,51,18,4,31,56,29,4,43,57,41,30,19,30,30,30,42,18,7,40,6,6,55,60,53,COVID-1405
6,32,5,32,58,7,18,56,18,5,32,57,31,5,45,58,45,32,18,32,32,32,45,24,5,40,5,5,59,60,58,COVID-1139
7,31,8,30,57,10,20,50,20,6,32,53,32,3,44,56,44,30,20,30,32,30,44,22,8,38,8,1,56,57,57,COVID-1476
8,34,8,33,50,16,18,51,19,14,29,53,29,13,39,54,40,34,19,34,29,34,39,26,8,42,9,12,49,54,50,COVID-3519
9,31,10,31,46,14,19,49,20,11,28,51,28,9,36,53,37,31,19,31,28,31,37,23,10,39,11,9,45,53,46,COVID-2474
10,33,9,33,46,13,18,52,18,11,27,54,27,10,36,55,36,33,18,33,27,33,36,25,9,40,9,9,46,55,45,COVID-3512
11,34,10,36,41,18,18,51,16,15,26,54,24,15,34,54,32,34,18,35,25,35,33,26,10,42,9,16,42,55,40,COVID-3039
12,31,1,31,49,14,13,49,13,11,25,53,25,10,37,54,37,31,13,31,25,31,37,23,1,39,1,9,49,57,50,COVID-80
13,32,3,33,37,16,11,49,11,14,20,52,20,13,28,53,28,32,11,32,20,33,28,24,3,39,3,11,37,54,37,COVID-855
14,31,12,31,63,10,25,52,24,8,38,54,37,7,50,57,50,31,25,31,37,31,50,23,12,39,12,6,63,59,62,COVID-1422
15,34,7,34,50,14,18,53,17,11,29,56,28,9,40,57,39,34,18,34,28,34,39,26,7,42,7,6,50,60,50,COVID-1697
16,34,5,34,39,19,13,51,13,16,22,54,22,14,30,55,30,34,13,34,22,34,30,26,5,42,5,12,38,57,39,COVID-3380
17,37,5,37,51,14,17,59,16,11,28,62,28,9,40,63,39,37,17,37,28,37,40,26,5,47,5,8,52,63,51,COVID-3363
18,28,9,34,48,17,21,44,17,14,31,47,26,14,41,49,36,29,19,31,29,32,38,23,10,33,8,14,51,51,45,COVID-3031
19,40,4,38,38,21,12,57,13,18,20,60,22,16,28,61,30,39,12,39,21,38,29,32,4,48,4,15,37,60,38,COVID-2169
20,31,3,32,53,13,15,49,15,10,28,54,28,8,41,56,40,31,15,31,28,31,40,24,3,38,3,8,53,56,53,COVID-103
21,40,18,37,57,18,26,58,29,15,35,61,39,14,45,63,49,40,28,39,37,38,47,32,17,48,19,13,54,62,59,COVID-162
22,36,10,36,39,19,17,56,18,15,24,58,25,14,32,59,32,36,17,36,25,36,32,28,10,44,10,12,39,62,40,COVID-1502
23,31,12,35,59,11,26,52,22,9,37,55,34,8,49,58,45,32,24,33,35,34,47,23,13,39,12,6,61,58,57,COVID-1560
24,35,7,35,43,16,16,52,16,14,24,54,25,12,33,55,34,35,16,35,25,35,34,27,7,43,7,10,42,57,43,COVID-3329
25,34,6,36,50,14,18,56,16,11,29,59,27,9,40,62,38,35,17,35,28,36,39,26,7,42,6,9,50,63,49,COVID-3602
26,34,8,36,48,21,19,50,18,16,29,54,27,14,39,57,37,34,18,35,28,35,38,28,9,40,8,12,48,60,47,COVID-3296
27,31,4,32,39,11,13,50,12,9,21,53,21,8,30,53,30,31,12,31,21,31,30,23,4,39,4,8,39,54,38,COVID-1051
28,35,4,37,46,20,15,52,14,18,26,54,24,17,36,55,35,36,14,36,25,37,36,27,4,43,4,14,47,58,45,COVID-2834
29,29,8,32,43,14,18,47,15,12,27,49,24,12,35,50,32,30,16,31,25,31,34,22,8,36,7,10,44,52,41,COVID-2459
30,33,10,33,50,12,20,52,20,9,30,55,30,7,40,57,40,33,20,33,30,33,40,22,10,41,10,3,50,60,50,COVID-352
31,34,1,31,52,17,13,49,15,13,25,51,28,10,38,53,40,33,14,32,27,31,39,24,1,41,2,7,50,54,53,COVID-1238
32,34,4,33,43,19,13,51,14,17,23,52,24,15,33,54,34,34,14,34,24,33,33,28,4,41,4,12,43,54,44,COVID-231
33,30,18,31,61,14,28,46,28,12,40,48,39,9,50,49,50,31,28,31,39,31,50,22,18,37,17,7,62,52,61,COVID-1803
34,31,2,31,44,18,12,45,12,16,23,46,22,15,33,46,33,31,12,31,23,31,33,26,2,38,2,12,44,48,43,COVID-1248
35,24,4,24,44,6,14,39,14,3,24,42,24,2,34,44,34,24,14,24,24,24,34,16,4,32,4,1,44,46,44,COVID-1907
36,30,10,30,44,10,19,52,19,7,27,54,27,5,36,56,36,30,19,30,27,30,36,18,10,41,10,4,44,58,44,COVID-1823
37,29,8,31,55,14,20,48,19,11,32,51,31,11,44,53,43,30,20,30,32,30,44,24,8,35,8,7,56,55,55,COVID-2725
38,35,12,32,44,17,19,51,21,14,26,54,30,12,34,55,38,34,20,34,28,33,36,27,12,43,13,11,42,56,46,COVID-726
39,41,11,41,44,26,19,58,19,22,28,60,27,20,36,61,35,41,19,41,27,41,36,33,11,49,11,17,44,63,44,COVID-989
40,35,10,35,48,16,19,53,20,14,29,54,29,12,38,55,39,35,20,35,29,35,39,24,10,44,10,9,48,57,48,COVID-3130
41,33,8,37,48,16,20,53,16,14,30,55,26,15,40,58,36,34,18,35,28,36,38,26,9,41,8,13,50,61,45,COVID-2948
42,31,9,31,51,12,20,49,19,10,30,51,30,8,41,53,40,31,20,31,30,31,41,23,9,39,9,6,52,56,51,COVID-443
43,34,10,33,54,16,20,51,22,14,31,53,33,13,42,54,44,34,21,33,32,33,43,26,10,41,10,12,53,56,54,COVID-1505
44,28,8,31,53,9,21,52,18,4,32,56,29,4,44,59,40,29,19,30,31,30,42,20,9,36,8,5,55,60,51,COVID-1550
45,30,14,31,56,13,24,47,24,10,35,49,35,7,46,51,45,30,24,30,35,31,46,22,14,39,14,4,57,54,56,COVID-2112
46,33,11,34,55,15,22,53,21,14,33,55,32,10,44,57,43,33,22,33,33,34,44,25,11,44,11,7,55,58,54,COVID-3386
47,39,10,36,53,24,19,54,22,21,30,57,33,20,41,58,44,38,21,38,31,37,42,32,9,47,10,17,51,59,55,COVID-2358
48,30,4,32,59,12,18,49,17,10,32,51,31,10,45,51,44,31,17,31,31,31,45,22,4,39,3,11,59,51,58,COVID-3316
49,32,7,32,42,12,16,51,15,10,25,53,24,8,34,56,33,32,16,32,25,32,33,21,7,42,6,6,43,58,41,COVID-2174
50,34,2,31,49,12,13,54,15,9,24,55,27,8,36,55,39,33,14,32,26,32,37,24,2,46,3,7,47,54,50,COVID-3263
51,34,10,35,44,18,19,51,18,17,28,52,27,15,36,53,35,34,19,35,27,35,36,26,10,43,10,13,45,55,44,COVID-2400
52,30,10,31,48,11,20,50,19,9,29,52,28,9,39,52,38,30,19,31,29,31,38,21,10,40,10,7,48,53,48,COVID-1104
53,33,10,36,54,16,22,50,20,13,34,53,31,13,44,54,42,33,21,34,32,35,43,25,11,41,10,12,56,55,53,COVID-100
54,33,7,33,54,13,19,52,19,11,31,54,31,9,42,55,42,33,19,33,31,33,42,24,7,42,7,7,54,57,54,COVID-1818
55,30,9,29,50,10,19,47,20,8,29,50,30,6,39,51,40,30,19,29,30,29,40,22,9,38,9,5,50,52,51,COVID-2504
56,30,0,31,46,9,13,54,11,7,24,57,22,5,36,58,34,30,12,31,23,31,35,20,1,43,0,2,47,60,45,COVID-720
57,30,9,26,46,13,16,47,20,8,25,50,30,4,34,52,40,29,18,28,28,27,37,22,8,38,10,1,43,54,50,COVID-881
58,28,8,29,51,8,19,48,18,7,30,51,29,6,41,53,39,28,19,29,29,29,40,18,8,38,7,5,52,52,50,COVID-3413
59,28,17,26,63,9,27,46,29,6,39,47,41,4,50,48,53,28,28,27,40,26,52,20,16,36,17,2,62,47,63,COVID-421
60,30,9,30,53,10,20,48,20,8,31,52,31,6,42,53,42,30,20,30,31,30,42,21,9,39,9,4,53,55,53,COVID-2657
