0,1,269
1,1,2848
2,1,369
3,1,1387
4,1,3333
5,1,1405
6,1,1139
7,1,1476
8,1,3519
9,1,2474
10,1,3512
11,1,3039
12,1,80
13,1,855
14,1,1422
15,1,1697
16,1,3380
17,1,3363
18,1,3031
19,1,2169
20,1,103
21,1,162
22,1,1502
23,1,1560
24,1,3329
25,1,3602
26,1,3296
27,1,1051
28,1,2834
29,1,2459
30,1,352
31,1,1238
32,1,231
33,1,1803
34,1,1248
35,1,1907
36,1,1823
37,1,2725
38,1,726
39,1,989
40,1,3130
41,1,2948
42,1,443
43,1,1505
44,1,1550
45,1,2112
46,1,3386
47,1,2358
48,1,3316
49,1,2174
50,1,3263
51,1,2400
52,1,1104
53,1,100
54,1,1818
55,1,2504
56,1,720
57,1,881
58,1,3413
59,1,421
60,1,2657
61,1,1733
62,1,1143
63,1,1653
64,1,1671
65,1,3321
66,1,2023
67,1,969
68,1,2527
69,1,94
70,1,2457
71,1,3095
72,1,1031
73,1,2638
74,1,1066
75,1,2496
76,1,2576
77,1,1814
78,1,1453
79,1,2046
80,2,1837
81,2,2258
82,2,7660
83,2,1168
84,2,10078
85,2,395
86,2,7574
87,2,7461
88,2,8726
89,2,1821
90,2,30
91,2,5711
92,2,7712
93,2,3507
94,2,4105
95,2,3168
96,2,8339
97,2,1950
98,2,3670
99,2,1298
100,2,8520
101,2,7635
102,2,7874
103,2,2520
104,2,3583
105,2,10130
106,2,5015
107,2,9417
108,2,4185
109,2,4544
110,2,4235
111,2,4484
112,2,836
113,2,8814
114,2,7293
115,2,8608
116,2,6393
117,2,6322
118,2,4857
119,2,805
120,2,7573
121,2,2073
122,2,2112
123,2,2677
124,2,1035
125,2,8352
126,2,3800
127,2,2742
128,2,5766
129,2,8218
130,2,8907
131,2,2227
132,2,8559
133,2,7545
134,2,4178
135,2,8732
136,2,4596
137,2,5020
138,2,4846
139,2,1433
140,2,6151
141,2,10169
142,2,9308
143,2,4488
144,2,10179
145,2,6411
146,2,7718
147,2,9992
148,2,8879
149,2,4554
150,2,2012
151,2,8543
152,2,5241
153,2,5497
154,2,2575
155,2,8035
156,2,6262
157,2,7848
158,2,3343
159,2,2306
160,2,5201
161,2,6797
162,2,2525
163,2,5932
164,2,6820
165,2,6404
166,2,2748
167,2,3816
168,2,9941
169,2,5691
170,3,449
171,3,1345
172,3,549
173,3,370
174,3,909
175,3,761
176,3,840
177,3,747
178,3,250
179,3,588
180,3,1322
181,3,425
182,3,767
183,3,1329
184,3,199
185,3,1057
186,3,506
187,3,207
188,3,1022
189,3,28
190,3,1104
191,3,542
192,3,386
193,3,14
194,3,80
195,3,1038
196,3,306
197,3,285
198,3,508
199,3,741
200,2,625
201,3,1321
202,3,1043
203,2,9390
204,1,140
205,2,1533
206,1,1953
207,1,1970
208,1,1515
209,2,2255
210,3,40
211,1,738
212,3,1168
213,1,1843
214,2,1236
215,2,7279
216,1,3493
217,1,2068
218,2,647
219,2,6194
220,3,1007
221,2,3541
222,3,700
223,3,217
224,2,3720
225,3,206
226,3,149
227,3,98
228,1,3387
229,3,1268
230,2,6587
231,2,6283
232,3,543
233,2,1088
234,3,1209
235,1,2078
236,3,968
237,2,8661
238,2,9200
239,3,891
240,1,3305
241,3,1260
242,3,1327
243,1,624
244,2,3333
245,3,1092
246,2,8460
247,2,7156
248,1,709
249,3,1248
250,2,7806
251,3,162
252,2,937
253,2,6922
254,1,106
255,3,856
256,1,2292
257,1,3090
258,1,3003
259,3,1249
260,3,890
261,1,824
262,2,4297
263,3,530
264,1,1943
265,1,1656
266,2,5596
267,2,8438
268,2,7608
269,3,804
270,2,3945
271,1,2251
272,3,819
273,2,1588
274,2,8981
275,1,192
276,2,5098
277,1,2025
278,3,1167
279,2,9207
280,2,10027
281,3,822
282,1,2259
283,3,793
284,3,94
285,3,101
286,1,670
287,2,6438
288,3,82
289,3,889
290,3,771
291,2,6859
292,3,934
293,3,400
294,1,3593
295,1,2933
296,1,2913
297,2,10144
298,3,847
299,3,1265
300,2,6955
301,2,3805
302,2,2430
303,2,2183
304,2,8144
305,2,7314
306,2,7327
307,2,9875
308,2,7595
309,2,9898
310,2,10115
311,2,2744
312,2,5861
313,2,8561
314,2,9419
315,2,3856
316,2,4874
317,2,9175
318,2,4005
319,2,1254
320,2,52
321,2,128
322,2,223
323,2,238
324,2,270
325,2,335
326,2,359
327,2,445
328,2,456
329,2,551
330,2,706
331,2,764
332,2,846
333,2,1211
334,2,1466
335,2,1537
336,2,1572
337,2,1604
338,2,1659
339,2,1756
340,2,1882
341,2,1891
342,2,1927
343,2,1932
344,2,1940
345,2,1943
346,2,1945
347,2,1978
348,2,2001
349,2,2007
350,2,2045
351,2,2076
352,2,2095
353,2,2121
354,2,2267
355,2,2281
356,2,2401
357,2,2647
358,2,2881
359,2,3351
360,1,2
361,1,18
362,1,403
363,1,449
364,1,477
365,1,500
366,1,526
367,1,564
368,1,575
369,1,584
370,1,605
371,1,642
372,1,727
373,1,782
374,1,914
375,1,947
376,1,972
377,1,979
378,1,998
379,1,1028
380,1,1088
381,1,1103
382,1,1137
383,1,1258
384,1,1454
385,1,1498
386,1,1540
387,1,1558
388,1,1591
389,1,1751
390,1,1785
391,1,1935
392,1,2242
393,1,2281
394,1,2287
395,1,2426
396,1,2536
397,1,2594
398,1,2616
399,1,2705
400,1,35
401,1,54
402,1,73
403,1,148
404,1,194
405,1,207
406,1,292
407,1,308
408,1,334
409,1,428
410,1,498
411,1,567
412,1,799
413,1,841
414,1,847
415,1,902
416,1,1159
417,1,1233
418,1,1268
419,1,1313
420,1,1328
421,1,1397
422,1,1522
423,1,1533
424,1,1559
425,1,1589
426,1,1678
427,1,1727
428,1,1753
429,1,1886
430,1,2072
431,1,2077
432,1,2217
433,1,2238
434,1,2243
435,1,2255
436,1,2542
437,1,2606
438,1,2793
439,1,2829
440,1,2887
441,1,2977
442,1,3087
443,1,3099
444,1,3136
445,1,3154
446,1,3200
447,1,3218
448,1,3399
449,1,3492
450,1,3576
451,1,3606
452,2,66
453,2,102
454,2,105
455,2,173
456,2,181
457,2,185
458,2,346
459,2,409
460,2,415
461,2,467
462,2,545
463,2,599
464,2,789
465,2,829
466,2,882
467,2,922
468,2,976
469,2,1023
470,2,1061
471,2,1109
472,2,1227
473,2,1354
474,2,1379
475,2,1430
476,2,1460
477,2,1472
478,2,1483
479,2,1487
480,2,1500
481,2,1582
482,2,1657
483,2,1675
484,2,1704
485,2,1776
486,2,1820
487,2,1979
488,2,2072
489,2,2123
490,2,2182
491,2,2215
492,2,2248
493,2,2299
494,2,2372
495,2,2510
496,2,2545
497,2,2553
498,2,2576
499,2,2603
500,2,2690
501,2,2807
502,2,2827
503,2,2840
504,2,2865
505,2,2872
506,2,2876
507,2,3043
508,2,3059
509,2,3145
510,2,3173
511,2,3177
512,2,3204
513,2,3270
514,2,3297
515,2,3488
516,2,3529
517,2,3566
518,2,3580
519,2,3602
520,2,3604
521,2,3691
522,2,3716
523,2,3776
524,2,3811
525,2,3873
526,2,4010
527,2,4033
528,2,4120
529,2,4208
530,2,4262
531,2,4284
532,2,4310
533,2,4376
534,2,4383
535,2,4415
536,2,4433
537,2,4448
538,2,4470
539,2,4498
540,2,4507
541,2,4576
542,2,4594
543,2,4649
544,2,4851
545,2,4855
546,2,4953
547,2,5028
548,2,5054
549,2,5077
550,2,5079
551,2,5152
552,2,5182
553,2,5207
554,2,5214
555,2,5217
556,2,5289
557,2,5297
558,2,5329
559,2,5354
560,2,5587
561,2,5604
562,2,5606
563,2,5674
564,2,5777
565,2,5829
566,2,5928
567,2,5936
568,2,5959
569,2,5977
570,2,6004
571,2,6188
572,2,6222
573,2,6258
574,2,6335
575,2,6343
576,2,6469
577,2,6560
578,2,6642
579,2,6742
580,2,6743
581,2,6774
582,2,6808
583,2,6873
584,2,6957
585,2,7025
586,2,7046
587,2,7060
588,2,7076
589,2,7178
590,2,7192
591,2,7208
592,2,7332
593,2,7343
594,2,7389
595,2,7443
596,2,7551
597,2,7606
598,2,7636
599,2,7728
600,2,7756
601,2,7784
602,2,7892
603,2,7909
604,2,7957
605,2,7961
606,2,8015
607,2,8028
608,2,8140
609,2,8167
610,2,8180
611,2,8205
612,2,8265
613,2,8266
614,2,8291
615,2,8304
616,2,8315
617,2,8317
618,2,8330
619,2,8346
620,2,8386
621,2,8410
622,2,8432
623,2,8452
624,2,8584
625,2,8613
626,2,8711
627,2,8735
628,2,8745
629,2,8782
630,2,8810
631,2,8874
632,2,8914
633,2,8952
634,2,9032
635,2,9073
636,2,9111
637,2,9112
638,2,9174
639,2,9188
640,2,9243
641,2,9248
642,2,9298
643,2,9309
644,2,9320
645,2,9323
646,2,9343
647,2,9349
648,2,9360
649,2,9468
650,2,9470
651,2,9508
652,2,9553
653,2,9556
654,2,9558
655,2,9690
656,2,9797
657,2,9804
658,2,9836
659,2,9863
660,2,9911
661,2,9934
662,2,9953
663,2,9997
664,2,10097
665,2,10103
666,2,10105
667,2,10111
668,3,11
669,3,18
670,3,64
671,3,67
672,3,70
673,3,73
674,3,87
675,3,93
676,3,95
677,3,100
678,3,111
679,3,126
680,3,135
681,3,141
682,3,146
683,3,160
684,3,170
685,3,173
686,3,186
687,3,203
688,3,208
689,3,220
690,3,223
691,3,225
692,3,232
693,3,237
694,3,243
695,3,253
696,3,257
697,3,263
698,3,265
699,3,267
700,3,276
701,3,301
702,3,328
703,3,335
704,3,336
705,3,340
706,3,356
707,3,384
708,3,401
709,3,424
710,3,433
711,3,439
712,3,444
713,3,452
714,3,456
715,3,489
716,3,501
717,3,524
718,3,528
719,3,532
720,3,540
721,3,552
722,3,554
723,3,595
724,3,600
725,3,623
726,3,634
727,3,651
728,3,654
729,3,658
730,3,671
731,3,675
732,3,679
733,3,684
734,3,689
735,3,707
736,3,709
737,3,711
738,3,714
739,3,719
740,3,743
741,3,745
742,3,752
743,3,768
744,3,774
745,3,777
746,3,782
747,3,791
748,3,797
749,3,801
750,3,806
751,3,829
752,3,844
753,3,854
754,3,878
755,3,885
756,3,901
757,3,929
758,3,932
759,3,937
760,3,943
761,3,958
762,3,988
763,3,989
764,3,993
765,3,999
766,3,1048
767,3,1052
768,3,1062
769,3,1075
770,3,1080
771,3,1099
772,3,1100
773,3,1119
774,3,1134
775,3,1144
776,3,1151
777,3,1152
778,3,1161
779,3,1199
780,3,1200
781,3,1204
782,3,1208
783,3,1217
784,3,1220
785,3,1234
786,3,1253
787,3,1255
788,3,1272
789,3,1279
790,3,1297
791,3,1303
792,3,1314
793,3,1317
794,3,1323
795,3,1324
796,3,1326
797,3,1331
798,3,1334
799,3,1338
